num_steps,kernel_inception_distance_mean,kernel_inception_distance_std,reused_from
100,0.0134425163269042,0.0028523626124943,
300,0.0111251592636108,0.0027399651205622,
500,0.0100083351135253,0.0022198073321208,
700,0.0111001968383789,0.0036470535060508,
900,0.0108767986297607,0.003622616934095,
1000,0.0063815593719482,0.0016298741246054,q6_baseline_1000_steps
